,Date,Country,Confirmed,Recovered,Deaths
20057,2020-05-07,Oman,2958,980,15
19935,2020-05-07,Armenia,2884,1185,42
19996,2020-05-07,Greece,2678,1374,148
20010,2020-05-07,Iraq,2543,1626,102
20108,2020-05-07,Uzbekistan,2298,1656,10
19959,2020-05-07,Cameroon,2267,1002,108
19938,2020-05-07,Azerbaijan,2204,1551,28
19971,2020-05-07,Croatia,2125,1641,86
19948,2020-05-07,Bolivia,2081,219,102
19949,2020-05-07,Bosnia and Herzegovina,2027,954,90
19999,2020-05-07,Guinea,1927,629,11
19953,2020-05-07,Bulgaria,1829,384,84
20006,2020-05-07,Iceland,1801,1755,10
19972,2020-05-07,Cuba,1729,1031,73
19985,2020-05-07,Estonia,1720,273,56
20004,2020-05-07,Honduras,1685,154,105
20055,2020-05-07,North Macedonia,1572,1079,89
19970,2020-05-07,Cote d'Ivoire,1571,742,20
20076,2020-05-07,Senegal,1492,562,13
20051,2020-05-07,New Zealand,1490,1347,21
20082,2020-05-07,Slovenia,1449,247,99
20081,2020-05-07,Slovakia,1445,806,26
20030,2020-05-07,Lithuania,1433,739,49
19977,2020-05-07,Djibouti,1133,799,3
20100,2020-05-07,Tunisia,1026,600,44
20088,2020-05-07,Sudan,930,92,52
20083,2020-05-07,Somalia,928,106,44
20024,2020-05-07,Latvia,909,464,18
20022,2020-05-07,Kyrgyzstan,895,637,12
19973,2020-05-07,Cyprus,889,400,15
19968,2020-05-07,Congo (Kinshasa),863,103,36
20020,2020-05-07,Kosovo,861,562,27
19929,2020-05-07,Albania,842,605,31
19998,2020-05-07,Guatemala,832,90,23
20087,2020-05-07,Sri Lanka,824,232,9
20025,2020-05-07,Lebanon,784,220,25
20053,2020-05-07,Niger,781,586,42
19969,2020-05-07,Costa Rica,765,445,6
19931,2020-05-07,Andorra,752,526,47
19954,2020-05-07,Burkina Faso,736,562,48
19976,2020-05-07,Diamond Princess,712,645,13
19982,2020-05-07,El Salvador,695,252,15
20107,2020-05-07,Uruguay,684,492,17
20037,2020-05-07,Mali,650,271,32
20036,2020-05-07,Maldives,648,20,3
20073,2020-05-07,San Marino,622,106,41
19993,2020-05-07,Georgia,615,275,9
20018,2020-05-07,Kenya,607,197,29
20000,2020-05-07,Guinea-Bissau,564,25,2
19991,2020-05-07,Gabon,504,110,8
20016,2020-05-07,Jordan,494,381,9
20014,2020-05-07,Jamaica,488,58,9
20038,2020-05-07,Malta,486,413,5
20095,2020-05-07,Tanzania,480,167,16
20061,2020-05-07,Paraguay,462,148,10
20094,2020-05-07,Tajikistan,461,0,12
20093,2020-05-07,Taiwan*,440,347,6
19983,2020-05-07,Equatorial Guinea,439,13,4
20109,2020-05-07,Venezuela,381,185,10
20111,2020-05-07,West Bank and Gaza,375,176,2
20040,2020-05-07,Mauritius,332,320,10
20045,2020-05-07,Montenegro,324,265,8
20110,2020-05-07,Vietnam,288,233,0
20069,2020-05-07,Rwanda,271,133,0
19967,2020-05-07,Congo (Brazzaville),264,30,10
19962,2020-05-07,Chad,253,50,27
20079,2020-05-07,Sierra Leone,231,54,16
19957,2020-05-07,Cabo Verde,218,38,2
20033,2020-05-07,Madagascar,193,101,0
19987,2020-05-07,Ethiopia,191,93,4
20027,2020-05-07,Liberia,189,79,20
20074,2020-05-07,Sao Tome and Principe,187,4,4
19955,2020-05-07,Burma,176,62,6
20114,2020-05-07,Zambia,153,103,4
19986,2020-05-07,Eswatini,153,12,2
19952,2020-05-07,Brunei,141,131,1
19946,2020-05-07,Benin,140,53,2
20098,2020-05-07,Togo,135,85,9
20002,2020-05-07,Haiti,129,16,12
19958,2020-05-07,Cambodia,122,120,0
20099,2020-05-07,Trinidad and Tobago,116,103,8
20103,2020-05-07,Uganda,101,55,0
20049,2020-05-07,Nepal,101,22,0
20043,2020-05-07,Monaco,95,82,4
19961,2020-05-07,Central African Republic,94,10,0
20001,2020-05-07,Guyana,93,27,10
19939,2020-05-07,Bahamas,92,26,11
20029,2020-05-07,Liechtenstein,82,55,1
19942,2020-05-07,Barbados,82,53,7
20047,2020-05-07,Mozambique,81,24,0
20085,2020-05-07,South Sudan,74,0,0
20028,2020-05-07,Libya,64,24,3
20092,2020-05-07,Syria,45,27,3
20034,2020-05-07,Malawi,43,14,3
20044,2020-05-07,Mongolia,41,13,0
19984,2020-05-07,Eritrea,39,30,0
19932,2020-05-07,Angola,36,11,2
20115,2020-05-07,Zimbabwe,34,5,4
19933,2020-05-07,Antigua and Barbuda,25,16,3
20113,2020-05-07,Yemen,25,1,5
20097,2020-05-07,Timor-Leste,24,21,0
19950,2020-05-07,Botswana,23,9,1
19997,2020-05-07,Grenada,21,13,0
20023,2020-05-07,Laos,19,9,0
20071,2020-05-07,Saint Lucia,18,17,0
19945,2020-05-07,Belize,18,16,2
19988,2020-05-07,Fiji,18,14,0
19992,2020-05-07,Gambia,18,9,1
20072,2020-05-07,Saint Vincent and the Grenadines,17,9,0
19978,2020-05-07,Dominica,16,14,0
20048,2020-05-07,Namibia,16,9,0
20052,2020-05-07,Nicaragua,16,7,5
20070,2020-05-07,Saint Kitts and Nevis,15,12,0
19956,2020-05-07,Burundi,15,7,1
20003,2020-05-07,Holy See,12,2,0
20078,2020-05-07,Seychelles,11,8,0
20089,2020-05-07,Suriname,10,9,1
20032,2020-05-07,MS Zaandam,9,0,2
20060,2020-05-07,Papua New Guinea,8,8,0
20039,2020-05-07,Mauritania,8,6,1
19966,2020-05-07,Comoros,8,0,1
19947,2020-05-07,Bhutan,7,5,0
20112,2020-05-07,Western Sahara,6,5,0
20290,2020-05-08,US,1283929,198993,77180
20274,2020-05-08,Spain,222857,131148,26299
20201,2020-05-08,Italy,217185,99023,30201
20294,2020-05-08,United Kingdom,212629,997,31316
20256,2020-05-08,Russia,187859,26608,1723
20178,2020-05-08,France,176202,55892,26233
20182,2020-05-08,Germany,170588,141700,7510
20139,2020-05-08,Brazil,146894,59297,10017
20289,2020-05-08,Turkey,135569,86396,3689
20197,2020-05-08,Iran,104691,83837,6541
20152,2020-05-08,China,83976,78993,4637
20148,2020-05-08,Canada,67674,30239,4697
20250,2020-05-08,Peru,61847,19012,1714
20195,2020-05-08,India,59695,17887,1985
20132,2020-05-08,Belgium,52011,13201,8521
20238,2020-05-08,Netherlands,42292,147,5377
20263,2020-05-08,Saudi Arabia,35432,9120,229
20229,2020-05-08,Mexico,31522,20314,3160
20279,2020-05-08,Switzerland,30207,26100,1823
20168,2020-05-08,Ecuador,28818,3433,1704
20253,2020-05-08,Portugal,27268,2422,1114
20246,2020-05-08,Pakistan,26435,7530,599
20151,2020-05-08,Chile,25972,12160,294
20278,2020-05-08,Sweden,25265,4971,3175
20199,2020-05-08,Ireland,22541,17110,1429
20268,2020-05-08,Singapore,21707,2040,20
20131,2020-05-08,Belarus,21101,5484,121
20254,2020-05-08,Qatar,20201,2370,12
20293,2020-05-08,United Arab Emirates,16793,3837,174
20200,2020-05-08,Israel,16436,11229,245
20125,2020-05-08,Austria,15774,13836,614
20203,2020-05-08,Japan,15575,5146,590
20252,2020-05-08,Poland,15366,5184,776
20255,2020-05-08,Romania,14811,6423,923
20292,2020-05-08,Ukraine,14195,2706,361
20129,2020-05-08,Bangladesh,13134,2101,206
20196,2020-05-08,Indonesia,13112,2494,943
20207,2020-05-08,"Korea, South",10840,9568,256
20251,2020-05-08,Philippines,10463,1734,696
20163,2020-05-08,Denmark,10416,8125,522
20153,2020-05-08,Colombia,10051,2424,428
20265,2020-05-08,Serbia,9943,2453,209
20167,2020-05-08,Dominican Republic,9376,2286,380
20272,2020-05-08,South Africa,8895,3153,178
20169,2020-05-08,Egypt,8476,1945,503
20162,2020-05-08,Czechia,8077,4413,273
20247,2020-05-08,Panama,8070,886,231
20244,2020-05-08,Norway,8070,32,218
20209,2020-05-08,Kuwait,7208,2466,47
20124,2020-05-08,Australia,6918,6122,97
20223,2020-05-08,Malaysia,6535,4864,107
20177,2020-05-08,Finland,5738,4000,260
20234,2020-05-08,Morocco,5711,2324,186
20122,2020-05-08,Argentina,5611,1659,293
20118,2020-05-08,Algeria,5369,2467,488
20205,2020-05-08,Kazakhstan,4834,1631,31
20230,2020-05-08,Moldova,4728,1826,150
20128,2020-05-08,Bahrain,4444,2028,8
20183,2020-05-08,Ghana,4012,323,18
20242,2020-05-08,Nigeria,3912,679,117
20219,2020-05-08,Luxembourg,3871,3526,100
20116,2020-05-08,Afghanistan,3778,472,109
20193,2020-05-08,Hungary,3178,865,392
20245,2020-05-08,Oman,3112,1025,16
20123,2020-05-08,Armenia,3029,1218,43
20284,2020-05-08,Thailand,3000,2784,55
20184,2020-05-08,Greece,2691,1374,150
20198,2020-05-08,Iraq,2603,1661,104
20296,2020-05-08,Uzbekistan,2325,1775,10
20126,2020-05-08,Azerbaijan,2279,1576,28
20147,2020-05-08,Cameroon,2267,1002,108
20136,2020-05-08,Bolivia,2266,237,106
20159,2020-05-08,Croatia,2161,1689,86
20137,2020-05-08,Bosnia and Herzegovina,2070,960,98
20187,2020-05-08,Guinea,2009,663,11
20141,2020-05-08,Bulgaria,1872,401,86
20194,2020-05-08,Iceland,1801,1765,10
20192,2020-05-08,Honduras,1771,192,107
20160,2020-05-08,Cuba,1741,1078,74
20173,2020-05-08,Estonia,1725,704,56
20158,2020-05-08,Cote d'Ivoire,1602,754,20
20243,2020-05-08,North Macedonia,1586,1099,90
20264,2020-05-08,Senegal,1551,611,13
20239,2020-05-08,New Zealand,1492,1368,21
20269,2020-05-08,Slovakia,1455,905,26
20270,2020-05-08,Slovenia,1450,252,100
20218,2020-05-08,Lithuania,1436,765,49
20165,2020-05-08,Djibouti,1135,824,3
20276,2020-05-08,Sudan,1111,102,59
20288,2020-05-08,Tunisia,1030,638,45
20156,2020-05-08,Congo (Kinshasa),937,130,39
20212,2020-05-08,Latvia,928,464,18
20271,2020-05-08,Somalia,928,106,44
20210,2020-05-08,Kyrgyzstan,906,650,12
20186,2020-05-08,Guatemala,900,101,24
20161,2020-05-08,Cyprus,891,400,15
20208,2020-05-08,Kosovo,861,562,27
20117,2020-05-08,Albania,850,620,31
20275,2020-05-08,Sri Lanka,835,240,9
20213,2020-05-08,Lebanon,796,223,26
20241,2020-05-08,Niger,795,600,44
20157,2020-05-08,Costa Rica,773,461,6
20119,2020-05-08,Andorra,752,537,47
20142,2020-05-08,Burkina Faso,744,566,48
20224,2020-05-08,Maldives,744,20,3
20170,2020-05-08,El Salvador,742,257,16
20164,2020-05-08,Diamond Princess,712,645,13
20295,2020-05-08,Uruguay,694,506,18
20225,2020-05-08,Mali,668,285,35
20181,2020-05-08,Georgia,623,288,10
20261,2020-05-08,San Marino,623,114,41
20206,2020-05-08,Kenya,621,202,29
20179,2020-05-08,Gabon,620,110,8
20188,2020-05-08,Guinea-Bissau,594,25,2
20249,2020-05-08,Paraguay,563,152,10
20282,2020-05-08,Tajikistan,522,0,12
20283,2020-05-08,Tanzania,509,183,21
20204,2020-05-08,Jordan,508,385,9
20202,2020-05-08,Jamaica,490,62,9
20226,2020-05-08,Malta,489,419,5
20281,2020-05-08,Taiwan*,440,355,6
20171,2020-05-08,Equatorial Guinea,439,13,4
20297,2020-05-08,Venezuela,388,190,10
20299,2020-05-08,West Bank and Gaza,375,228,2
20228,2020-05-08,Mauritius,332,320,10
20233,2020-05-08,Montenegro,324,267,8
20298,2020-05-08,Vietnam,288,241,0
20155,2020-05-08,Congo (Brazzaville),274,33,10
20257,2020-05-08,Rwanda,273,136,0
20150,2020-05-08,Chad,260,50,28
20267,2020-05-08,Sierra Leone,257,54,17
20134,2020-05-08,Benin,242,62,2
20145,2020-05-08,Cabo Verde,230,44,2
20262,2020-05-08,Sao Tome and Principe,208,4,5
20215,2020-05-08,Liberia,199,79,20
20175,2020-05-08,Ethiopia,194,95,4
20221,2020-05-08,Madagascar,193,101,0
20143,2020-05-08,Burma,177,67,6
20302,2020-05-08,Zambia,167,111,4
20174,2020-05-08,Eswatini,159,12,2
20190,2020-05-08,Haiti,146,17,12
20286,2020-05-08,Togo,145,85,10
20149,2020-05-08,Central African Republic,143,10,0
20140,2020-05-08,Brunei,141,132,1
20146,2020-05-08,Cambodia,122,120,0
20273,2020-05-08,South Sudan,120,2,0
20287,2020-05-08,Trinidad and Tobago,116,103,8
20237,2020-05-08,Nepal,102,31,0
20291,2020-05-08,Uganda,101,55,0
20231,2020-05-08,Monaco,95,82,4
20189,2020-05-08,Guyana,94,35,10
20127,2020-05-08,Bahamas,92,31,11
20130,2020-05-08,Barbados,83,53,7
20217,2020-05-08,Liechtenstein,82,55,1
20235,2020-05-08,Mozambique,82,27,0
20216,2020-05-08,Libya,64,24,3
20280,2020-05-08,Syria,47,29,3
20222,2020-05-08,Malawi,43,14,3
20120,2020-05-08,Angola,43,11,2
20232,2020-05-08,Mongolia,42,13,0
20172,2020-05-08,Eritrea,39,37,0
20303,2020-05-08,Zimbabwe,34,9,4
20301,2020-05-08,Yemen,34,1,7
20121,2020-05-08,Antigua and Barbuda,25,16,3
20285,2020-05-08,Timor-Leste,24,21,0
20138,2020-05-08,Botswana,23,9,1
20185,2020-05-08,Grenada,21,13,0
20180,2020-05-08,Gambia,20,9,1
20211,2020-05-08,Laos,19,9,0
20259,2020-05-08,Saint Lucia,18,17,0
20133,2020-05-08,Belize,18,16,2
20176,2020-05-08,Fiji,18,14,0
20260,2020-05-08,Saint Vincent and the Grenadines,17,9,0
20166,2020-05-08,Dominica,16,14,0
20236,2020-05-08,Namibia,16,9,0
20240,2020-05-08,Nicaragua,16,7,5
20258,2020-05-08,Saint Kitts and Nevis,15,13,0
20144,2020-05-08,Burundi,15,7,1
20191,2020-05-08,Holy See,12,2,0
20266,2020-05-08,Seychelles,11,8,0
20277,2020-05-08,Suriname,10,9,1
20220,2020-05-08,MS Zaandam,9,0,2
20248,2020-05-08,Papua New Guinea,8,8,0
20227,2020-05-08,Mauritania,8,6,1
20154,2020-05-08,Comoros,8,0,1
20135,2020-05-08,Bhutan,7,5,0
20300,2020-05-08,Western Sahara,6,5,0
20478,2020-05-09,US,1309550,212534,78795
20462,2020-05-09,Spain,223578,133952,26478
20389,2020-05-09,Italy,218268,103031,30395
20482,2020-05-09,United Kingdom,216525,1001,31662
20444,2020-05-09,Russia,198676,31916,1827
20366,2020-05-09,France,176782,56148,26313
20370,2020-05-09,Germany,171324,143300,7549
20327,2020-05-09,Brazil,156061,61685,10656
20477,2020-05-09,Turkey,137115,89480,3739
20385,2020-05-09,Iran,106220,85064,6589
20340,2020-05-09,China,83990,79127,4637
20336,2020-05-09,Canada,68918,31262,4823
20438,2020-05-09,Peru,65015,20246,1814
20383,2020-05-09,India,62808,19301,2101
20320,2020-05-09,Belgium,52596,13411,8581
20426,2020-05-09,Netherlands,42581,149,5441
20451,2020-05-09,Saudi Arabia,37136,10144,239
20417,2020-05-09,Mexico,33460,21824,3353
20467,2020-05-09,Switzerland,30251,26400,1830
20356,2020-05-09,Ecuador,29071,3433,1717
20434,2020-05-09,Pakistan,28736,7809,636
20441,2020-05-09,Portugal,27406,2499,1126
20339,2020-05-09,Chile,27219,12667,304
20466,2020-05-09,Sweden,25921,4971,3220
20387,2020-05-09,Ireland,22760,17110,1446
20456,2020-05-09,Singapore,22460,2296,20
20319,2020-05-09,Belarus,22052,6050,126
20442,2020-05-09,Qatar,21331,2449,13
20481,2020-05-09,United Arab Emirates,17417,4295,185
20388,2020-05-09,Israel,16454,11376,247
20313,2020-05-09,Austria,15833,13928,615
20391,2020-05-09,Japan,15663,5906,607
20440,2020-05-09,Poland,15651,5437,785
20443,2020-05-09,Romania,15131,6912,939
20480,2020-05-09,Ukraine,14710,2909,376
20317,2020-05-09,Bangladesh,13770,2414,214
20384,2020-05-09,Indonesia,13645,2607,959
20395,2020-05-09,"Korea, South",10874,9610,256
20439,2020-05-09,Philippines,10610,1842,704
20351,2020-05-09,Denmark,10517,8291,526
20341,2020-05-09,Colombia,10495,2569,445
20453,2020-05-09,Serbia,10032,2732,215
20355,2020-05-09,Dominican Republic,9882,2584,385
20460,2020-05-09,South Africa,9420,3983,186
20357,2020-05-09,Egypt,8964,2002,514
20435,2020-05-09,Panama,8282,4501,237
20432,2020-05-09,Norway,8099,32,219
20350,2020-05-09,Czechia,8095,4447,276
20397,2020-05-09,Kuwait,7623,2622,49
20312,2020-05-09,Australia,6939,6141,97
20411,2020-05-09,Malaysia,6589,4929,108
20422,2020-05-09,Morocco,5910,2461,186
20365,2020-05-09,Finland,5880,4000,265
20310,2020-05-09,Argentina,5776,1728,300
20306,2020-05-09,Algeria,5558,2546,494
20393,2020-05-09,Kazakhstan,4975,1776,31
20418,2020-05-09,Moldova,4867,1925,161
20316,2020-05-09,Bahrain,4774,2055,8
20371,2020-05-09,Ghana,4263,378,22
20430,2020-05-09,Nigeria,4151,745,128
20304,2020-05-09,Afghanistan,4033,502,115
20407,2020-05-09,Luxembourg,3877,3550,101
20433,2020-05-09,Oman,3224,1068,17
20381,2020-05-09,Hungary,3213,904,405
20311,2020-05-09,Armenia,3175,1267,44
20472,2020-05-09,Thailand,3004,2787,56
20372,2020-05-09,Greece,2710,1374,151
20386,2020-05-09,Iraq,2679,1702,107
20324,2020-05-09,Bolivia,2437,258,114
20314,2020-05-09,Azerbaijan,2422,1620,31
20484,2020-05-09,Uzbekistan,2349,1846,10
20335,2020-05-09,Cameroon,2274,1232,108
20347,2020-05-09,Croatia,2176,1726,87
20325,2020-05-09,Bosnia and Herzegovina,2090,1059,102
20375,2020-05-09,Guinea,2042,698,11
20329,2020-05-09,Bulgaria,1921,422,90
20380,2020-05-09,Honduras,1830,195,108
20382,2020-05-09,Iceland,1801,1773,10
20348,2020-05-09,Cuba,1754,1140,74
20361,2020-05-09,Estonia,1733,747,60
20346,2020-05-09,Cote d'Ivoire,1667,769,21
20452,2020-05-09,Senegal,1634,643,17
20431,2020-05-09,North Macedonia,1622,1112,91
20427,2020-05-09,New Zealand,1494,1371,21
20457,2020-05-09,Slovakia,1455,919,26
20458,2020-05-09,Slovenia,1454,255,101
20406,2020-05-09,Lithuania,1444,828,49
20353,2020-05-09,Djibouti,1189,834,3
20464,2020-05-09,Sudan,1164,119,64
20476,2020-05-09,Tunisia,1032,660,45
20459,2020-05-09,Somalia,997,110,48
20374,2020-05-09,Guatemala,967,104,24
20344,2020-05-09,Congo (Kinshasa),937,130,39
20398,2020-05-09,Kyrgyzstan,931,658,12
20400,2020-05-09,Latvia,930,464,18
20349,2020-05-09,Cyprus,892,401,15
20396,2020-05-09,Kosovo,862,622,28
20305,2020-05-09,Albania,856,627,31
20463,2020-05-09,Sri Lanka,847,260,9
20429,2020-05-09,Niger,815,617,45
20401,2020-05-09,Lebanon,809,234,26
20412,2020-05-09,Maldives,790,29,3
20358,2020-05-09,El Salvador,784,276,17
20345,2020-05-09,Costa Rica,780,480,6
20307,2020-05-09,Andorra,754,545,48
20330,2020-05-09,Burkina Faso,748,569,48
20352,2020-05-09,Diamond Princess,712,645,13
20483,2020-05-09,Uruguay,702,513,18
20413,2020-05-09,Mali,692,298,37
20437,2020-05-09,Paraguay,689,155,10
20367,2020-05-09,Gabon,661,110,8
20394,2020-05-09,Kenya,649,207,30
20376,2020-05-09,Guinea-Bissau,641,25,3
20449,2020-05-09,San Marino,637,126,41
20369,2020-05-09,Georgia,626,297,10
20470,2020-05-09,Tajikistan,612,0,20
20392,2020-05-09,Jordan,522,387,9
20471,2020-05-09,Tanzania,509,183,21
20414,2020-05-09,Malta,490,427,5
20390,2020-05-09,Jamaica,490,62,9
20469,2020-05-09,Taiwan*,440,361,6
20359,2020-05-09,Equatorial Guinea,439,13,4
20485,2020-05-09,Venezuela,402,190,10
20487,2020-05-09,West Bank and Gaza,375,228,2
20416,2020-05-09,Mauritius,332,320,10
20421,2020-05-09,Montenegro,324,274,8
20338,2020-05-09,Chad,322,53,31
20455,2020-05-09,Sierra Leone,291,58,18
20486,2020-05-09,Vietnam,288,241,0
20322,2020-05-09,Benin,284,62,2
20445,2020-05-09,Rwanda,280,140,0
20343,2020-05-09,Congo (Brazzaville),274,33,10
20490,2020-05-09,Zambia,252,112,7
20333,2020-05-09,Cabo Verde,236,56,2
20363,2020-05-09,Ethiopia,210,97,5
20450,2020-05-09,Sao Tome and Principe,208,4,5
20403,2020-05-09,Liberia,199,79,20
20409,2020-05-09,Madagascar,193,101,0
20331,2020-05-09,Burma,178,68,6
20362,2020-05-09,Eswatini,163,14,2
20474,2020-05-09,Togo,153,87,10
20378,2020-05-09,Haiti,151,17,12
20337,2020-05-09,Central African Republic,143,10,0
20328,2020-05-09,Brunei,141,132,1
20334,2020-05-09,Cambodia,122,120,0
20461,2020-05-09,South Sudan,120,2,0
20475,2020-05-09,Trinidad and Tobago,116,104,8
20479,2020-05-09,Uganda,116,55,0
20425,2020-05-09,Nepal,110,31,0
20419,2020-05-09,Monaco,96,82,4
20377,2020-05-09,Guyana,94,35,10
20315,2020-05-09,Bahamas,92,37,11
20423,2020-05-09,Mozambique,87,34,0
20318,2020-05-09,Barbados,84,57,7
20405,2020-05-09,Liechtenstein,82,55,1
20404,2020-05-09,Libya,64,24,3
20410,2020-05-09,Malawi,56,14,3
20468,2020-05-09,Syria,47,29,3
20308,2020-05-09,Angola,43,13,2
20420,2020-05-09,Mongolia,42,14,0
20360,2020-05-09,Eritrea,39,37,0
20491,2020-05-09,Zimbabwe,35,9,4
20489,2020-05-09,Yemen,34,1,7
20309,2020-05-09,Antigua and Barbuda,25,19,3
20473,2020-05-09,Timor-Leste,24,21,0
20326,2020-05-09,Botswana,23,12,1
20373,2020-05-09,Grenada,21,13,0
20368,2020-05-09,Gambia,20,9,1
20399,2020-05-09,Laos,19,13,0
20447,2020-05-09,Saint Lucia,18,17,0
20321,2020-05-09,Belize,18,16,2
20364,2020-05-09,Fiji,18,14,0
20448,2020-05-09,Saint Vincent and the Grenadines,17,9,0
20354,2020-05-09,Dominica,16,14,0
20424,2020-05-09,Namibia,16,10,0
20428,2020-05-09,Nicaragua,16,7,5
20446,2020-05-09,Saint Kitts and Nevis,15,14,0
20332,2020-05-09,Burundi,15,7,1
20379,2020-05-09,Holy See,12,2,0
20454,2020-05-09,Seychelles,11,8,0
20342,2020-05-09,Comoros,11,0,1
20465,2020-05-09,Suriname,10,9,1
20408,2020-05-09,MS Zaandam,9,0,2
20436,2020-05-09,Papua New Guinea,8,8,0
20415,2020-05-09,Mauritania,8,6,1
20323,2020-05-09,Bhutan,7,5,0
20488,2020-05-09,Western Sahara,6,5,0
20666,2020-05-10,US,1329260,216169,79526
20650,2020-05-10,Spain,224350,136166,26621
20670,2020-05-10,United Kingdom,220449,1002,31930
20577,2020-05-10,Italy,219070,105186,30560
20632,2020-05-10,Russia,209688,34306,1915
20554,2020-05-10,France,177094,56327,26383
20558,2020-05-10,Germany,171879,144400,7569
20515,2020-05-10,Brazil,162699,64957,11123
20665,2020-05-10,Turkey,138657,92691,3786
20573,2020-05-10,Iran,107603,86143,6640
20528,2020-05-10,China,84010,79167,4637
20524,2020-05-10,Canada,70091,32109,4991
20626,2020-05-10,Peru,67307,21349,1889
20571,2020-05-10,India,67161,20969,2212
20508,2020-05-10,Belgium,53081,13642,8656
20614,2020-05-10,Netherlands,42826,149,5459
20639,2020-05-10,Saudi Arabia,39048,11457,246
20605,2020-05-10,Mexico,35022,21824,3465
20622,2020-05-10,Pakistan,30334,8063,659
20655,2020-05-10,Switzerland,30305,26600,1833
20544,2020-05-10,Ecuador,29559,3433,2127
20527,2020-05-10,Chile,28866,13112,312
20629,2020-05-10,Portugal,27581,2549,1135
20654,2020-05-10,Sweden,26322,4971,3225
20644,2020-05-10,Singapore,23336,2721,20
20575,2020-05-10,Ireland,22996,17110,1458
20507,2020-05-10,Belarus,22973,6406,131
20630,2020-05-10,Qatar,22520,2753,14
20669,2020-05-10,United Arab Emirates,18198,4804,198
20576,2020-05-10,Israel,16477,11430,252
20628,2020-05-10,Poland,15996,5698,800
20501,2020-05-10,Austria,15871,13991,618
20579,2020-05-10,Japan,15777,8127,624
20631,2020-05-10,Romania,15362,7051,961
20668,2020-05-10,Ukraine,15232,3060,391
20505,2020-05-10,Bangladesh,14657,2650,228
20572,2020-05-10,Indonesia,14032,2698,973
20529,2020-05-10,Colombia,11063,2705,463
20583,2020-05-10,"Korea, South",10909,9632,256
20627,2020-05-10,Philippines,10794,1924,719
20539,2020-05-10,Denmark,10627,8415,529
20543,2020-05-10,Dominican Republic,10347,2763,388
20641,2020-05-10,Serbia,10032,2732,215
20648,2020-05-10,South Africa,10015,4173,194
20545,2020-05-10,Egypt,9400,2075,525
20585,2020-05-10,Kuwait,8688,2729,58
20623,2020-05-10,Panama,8448,4687,244
20538,2020-05-10,Czechia,8123,4474,280
20620,2020-05-10,Norway,8105,32,219
20500,2020-05-10,Australia,6948,6167,97
20599,2020-05-10,Malaysia,6656,5025,108
20610,2020-05-10,Morocco,6063,2554,188
20498,2020-05-10,Argentina,6034,1757,305
20553,2020-05-10,Finland,5962,4000,267
20494,2020-05-10,Algeria,5723,2678,502
20581,2020-05-10,Kazakhstan,5090,1941,31
20504,2020-05-10,Bahrain,4941,2070,8
20606,2020-05-10,Moldova,4927,1958,169
20492,2020-05-10,Afghanistan,4402,558,120
20618,2020-05-10,Nigeria,4399,778,143
20559,2020-05-10,Ghana,4263,378,22
20595,2020-05-10,Luxembourg,3886,3586,101
20621,2020-05-10,Oman,3399,1117,17
20499,2020-05-10,Armenia,3313,1325,45
20569,2020-05-10,Hungary,3263,933,413
20660,2020-05-10,Thailand,3009,2794,56
20574,2020-05-10,Iraq,2767,1734,109
20560,2020-05-10,Greece,2716,1374,151
20523,2020-05-10,Cameroon,2579,1465,114
20512,2020-05-10,Bolivia,2556,273,118
20502,2020-05-10,Azerbaijan,2519,1650,32
20672,2020-05-10,Uzbekistan,2418,1881,10
20535,2020-05-10,Croatia,2187,1764,90
20563,2020-05-10,Guinea,2146,714,11
20513,2020-05-10,Bosnia and Herzegovina,2117,1106,107
20568,2020-05-10,Honduras,1972,203,108
20517,2020-05-10,Bulgaria,1965,444,91
20570,2020-05-10,Iceland,1801,1773,10
20536,2020-05-10,Cuba,1766,1193,77
20549,2020-05-10,Estonia,1739,750,60
20640,2020-05-10,Senegal,1709,650,19
20534,2020-05-10,Cote d'Ivoire,1700,794,21
20619,2020-05-10,North Macedonia,1642,1136,91
20615,2020-05-10,New Zealand,1497,1386,21
20594,2020-05-10,Lithuania,1479,828,50
20645,2020-05-10,Slovakia,1457,941,26
20646,2020-05-10,Slovenia,1457,256,102
20652,2020-05-10,Sudan,1365,149,70
20541,2020-05-10,Djibouti,1210,847,3
20647,2020-05-10,Somalia,1054,118,51
20562,2020-05-10,Guatemala,1052,110,26
20664,2020-05-10,Tunisia,1032,700,45
20586,2020-05-10,Kyrgyzstan,1002,675,12
20532,2020-05-10,Congo (Kinshasa),991,136,41
20588,2020-05-10,Latvia,939,464,18
20537,2020-05-10,Cyprus,898,401,16
20546,2020-05-10,El Salvador,889,293,17
20584,2020-05-10,Kosovo,870,653,28
20493,2020-05-10,Albania,868,650,31
20651,2020-05-10,Sri Lanka,863,321,9
20589,2020-05-10,Lebanon,845,234,26
20600,2020-05-10,Maldives,835,29,3
20617,2020-05-10,Niger,821,624,46
20533,2020-05-10,Costa Rica,792,501,7
20495,2020-05-10,Andorra,755,550,48
20518,2020-05-10,Burkina Faso,751,577,49
20564,2020-05-10,Guinea-Bissau,726,26,3
20625,2020-05-10,Paraguay,713,165,10
20540,2020-05-10,Diamond Princess,712,651,13
20671,2020-05-10,Uruguay,707,517,19
20601,2020-05-10,Mali,704,351,38
20582,2020-05-10,Kenya,672,239,32
20555,2020-05-10,Gabon,661,110,8
20557,2020-05-10,Georgia,635,309,10
