,Date,Country,Confirmed,Recovered,Deaths
11587,2020-03-23,Mozambique,1,0,0
11600,2020-03-23,Papua New Guinea,1,0,0
11612,2020-03-23,Saint Vincent and the Grenadines,1,0,0
11623,2020-03-23,Somalia,1,0,0
11632,2020-03-23,Syria,1,0,0
11637,2020-03-23,Timor-Leste,1,0,0
11692,2020-03-24,China,81591,73280,3281
11741,2020-03-24,Italy,69176,8326,6820
11830,2020-03-24,US,53736,348,1008
11814,2020-03-24,Spain,39885,3794,2808
11722,2020-03-24,Germany,32986,3243,157
11737,2020-03-24,Iran,24811,8913,1934
11718,2020-03-24,France,22622,3250,1102
11819,2020-03-24,Switzerland,9877,131,122
11747,2020-03-24,"Korea, South",9037,3507,120
11834,2020-03-24,United Kingdom,8164,140,509
11778,2020-03-24,Netherlands,5580,3,277
11665,2020-03-24,Austria,5283,9,28
11672,2020-03-24,Belgium,4269,461,122
11784,2020-03-24,Norway,2863,6,12
11688,2020-03-24,Canada,2790,110,26
11793,2020-03-24,Portugal,2362,22,33
11818,2020-03-24,Sweden,2286,16,36
11679,2020-03-24,Brazil,2247,2,46
11664,2020-03-24,Australia,2044,115,8
11829,2020-03-24,Turkey,1872,0,44
11703,2020-03-24,Denmark,1718,36,32
11763,2020-03-24,Malaysia,1624,183,16
11702,2020-03-24,Czechia,1394,10,3
11739,2020-03-24,Ireland,1329,5,7
11740,2020-03-24,Israel,1238,53,3
11743,2020-03-24,Japan,1193,285,43
11759,2020-03-24,Luxembourg,1099,6,8
11708,2020-03-24,Ecuador,1082,3,27
11786,2020-03-24,Pakistan,972,18,7
11691,2020-03-24,Chile,922,17,2
11792,2020-03-24,Poland,901,1,10
11824,2020-03-24,Thailand,827,52,4
11795,2020-03-24,Romania,794,79,11
11717,2020-03-24,Finland,792,10,1
11803,2020-03-24,Saudi Arabia,767,28,1
11724,2020-03-24,Greece,743,29,20
11704,2020-03-24,Diamond Princess,712,325,10
11736,2020-03-24,Indonesia,686,30,55
11734,2020-03-24,Iceland,648,51,2
11808,2020-03-24,Singapore,558,156,2
11812,2020-03-24,South Africa,554,4,0
11791,2020-03-24,Philippines,552,20,35
11735,2020-03-24,India,536,40,10
11794,2020-03-24,Qatar,526,41,0
11796,2020-03-24,Russia,495,22,1
11810,2020-03-24,Slovenia,480,0,4
11790,2020-03-24,Peru,416,1,7
11769,2020-03-24,Mexico,405,4,5
11709,2020-03-24,Egypt,402,80,20
11668,2020-03-24,Bahrain,392,177,3
11662,2020-03-24,Argentina,387,52,6
11699,2020-03-24,Croatia,382,5,1
11693,2020-03-24,Colombia,378,6,3
11713,2020-03-24,Estonia,369,7,0
11787,2020-03-24,Panama,345,1,6
11753,2020-03-24,Lebanon,318,8,4
11738,2020-03-24,Iraq,316,75,27
11707,2020-03-24,Dominican Republic,312,3,6
11805,2020-03-24,Serbia,303,15,3
11658,2020-03-24,Algeria,264,24,19
11663,2020-03-24,Armenia,249,14,0
11833,2020-03-24,United Arab Emirates,248,45,2
11681,2020-03-24,Bulgaria,218,3,3
11821,2020-03-24,Taiwan*,215,29,2
11758,2020-03-24,Lithuania,209,1,2
11809,2020-03-24,Slovakia,204,7,0
11752,2020-03-24,Latvia,197,1,0
11749,2020-03-24,Kuwait,191,39,0
11835,2020-03-24,Uruguay,189,0,0
11733,2020-03-24,Hungary,187,21,9
11801,2020-03-24,San Marino,187,4,21
11697,2020-03-24,Costa Rica,177,2,2
11774,2020-03-24,Morocco,170,6,5
11677,2020-03-24,Bosnia and Herzegovina,166,2,3
11659,2020-03-24,Andorra,164,1,1
11779,2020-03-24,New Zealand,155,12,0
11744,2020-03-24,Jordan,154,1,0
11783,2020-03-24,North Macedonia,148,1,2
11838,2020-03-24,Vietnam,134,17,0
11770,2020-03-24,Moldova,125,2,1
11701,2020-03-24,Cyprus,124,3,3
11657,2020-03-24,Albania,123,10,5
11682,2020-03-24,Burkina Faso,114,7,4
11828,2020-03-24,Tunisia,114,1,4
11766,2020-03-24,Malta,110,2,0
11680,2020-03-24,Brunei,104,2,0
11815,2020-03-24,Sri Lanka,102,2,0
11832,2020-03-24,Ukraine,97,1,3
11686,2020-03-24,Cambodia,91,4,0
11666,2020-03-24,Azerbaijan,87,10,1
11804,2020-03-24,Senegal,86,8,0
11785,2020-03-24,Oman,84,17,0
11837,2020-03-24,Venezuela,84,15,0
11671,2020-03-24,Belarus,81,22,0
11656,2020-03-24,Afghanistan,74,1,1
11698,2020-03-24,Cote d'Ivoire,73,2,0
11745,2020-03-24,Kazakhstan,72,0,0
11721,2020-03-24,Georgia,70,9,0
11687,2020-03-24,Cameroon,66,0,0
11839,2020-03-24,West Bank and Gaza,59,17,0
11827,2020-03-24,Trinidad and Tobago,57,0,0
11723,2020-03-24,Ghana,53,0,2
11757,2020-03-24,Liechtenstein,51,0,0
11836,2020-03-24,Uzbekistan,50,0,0
11700,2020-03-24,Cuba,48,1,1
11773,2020-03-24,Montenegro,47,0,1
11696,2020-03-24,Congo (Kinshasa),45,0,2
11782,2020-03-24,Nigeria,44,2,1
11768,2020-03-24,Mauritius,42,0,2
11750,2020-03-24,Kyrgyzstan,42,0,0
11797,2020-03-24,Rwanda,40,0,0
11669,2020-03-24,Bangladesh,39,5,4
11732,2020-03-24,Honduras,30,0,0
11676,2020-03-24,Bolivia,29,0,0
11789,2020-03-24,Paraguay,27,0,2
11746,2020-03-24,Kenya,25,0,0
11771,2020-03-24,Monaco,23,1,0
11742,2020-03-24,Jamaica,21,2,1
11726,2020-03-24,Guatemala,21,0,1
11826,2020-03-24,Togo,20,1,0
11670,2020-03-24,Barbados,18,0,0
11761,2020-03-24,Madagascar,17,0,0
11764,2020-03-24,Maldives,13,5,0
11715,2020-03-24,Ethiopia,12,0,0
11823,2020-03-24,Tanzania,12,0,0
11772,2020-03-24,Mongolia,10,0,0
11711,2020-03-24,Equatorial Guinea,9,0,0
11831,2020-03-24,Uganda,9,0,0
11776,2020-03-24,Namibia,7,2,0
11730,2020-03-24,Haiti,7,0,0
11806,2020-03-24,Seychelles,7,0,0
11817,2020-03-24,Suriname,7,0,0
11719,2020-03-24,Gabon,6,0,1
11674,2020-03-24,Benin,6,0,0
11667,2020-03-24,Bahamas,5,1,0
11729,2020-03-24,Guyana,5,0,1
11710,2020-03-24,El Salvador,5,0,0
11695,2020-03-24,Congo (Brazzaville),4,0,0
11714,2020-03-24,Eswatini,4,0,0
11716,2020-03-24,Fiji,4,0,0
11727,2020-03-24,Guinea,4,0,0
11731,2020-03-24,Holy See,4,0,0
11685,2020-03-24,Cabo Verde,3,0,1
11720,2020-03-24,Gambia,3,0,1
11816,2020-03-24,Sudan,3,0,1
11843,2020-03-24,Zimbabwe,3,0,1
11660,2020-03-24,Angola,3,0,0
11661,2020-03-24,Antigua and Barbuda,3,0,0
11689,2020-03-24,Central African Republic,3,0,0
11690,2020-03-24,Chad,3,0,0
11705,2020-03-24,Djibouti,3,0,0
11755,2020-03-24,Liberia,3,0,0
11775,2020-03-24,Mozambique,3,0,0
11781,2020-03-24,Niger,3,0,0
11799,2020-03-24,Saint Lucia,3,0,0
11842,2020-03-24,Zambia,3,0,0
11777,2020-03-24,Nepal,2,1,0
11675,2020-03-24,Bhutan,2,0,0
11706,2020-03-24,Dominica,2,0,0
11751,2020-03-24,Laos,2,0,0
11767,2020-03-24,Mauritania,2,0,0
11780,2020-03-24,Nicaragua,2,0,0
11673,2020-03-24,Belize,1,0,0
11712,2020-03-24,Eritrea,1,0,0
11725,2020-03-24,Grenada,1,0,0
11756,2020-03-24,Libya,1,0,0
11788,2020-03-24,Papua New Guinea,1,0,0
11800,2020-03-24,Saint Vincent and the Grenadines,1,0,0
11811,2020-03-24,Somalia,1,0,0
11820,2020-03-24,Syria,1,0,0
11825,2020-03-24,Timor-Leste,1,0,0
11880,2020-03-25,China,81661,73773,3285
11929,2020-03-25,Italy,74386,9362,7503
12018,2020-03-25,US,65778,361,1316
12002,2020-03-25,Spain,49515,5367,3647
11910,2020-03-25,Germany,37323,3547,206
11925,2020-03-25,Iran,27017,9625,2077
11906,2020-03-25,France,25600,3907,1333
12007,2020-03-25,Switzerland,10897,131,153
12022,2020-03-25,United Kingdom,9640,140,695
11935,2020-03-25,"Korea, South",9137,3730,126
11966,2020-03-25,Netherlands,6438,4,357
11853,2020-03-25,Austria,5588,9,30
11860,2020-03-25,Belgium,4937,547,178
11876,2020-03-25,Canada,3251,183,30
11972,2020-03-25,Norway,3084,6,14
11981,2020-03-25,Portugal,2995,22,43
11867,2020-03-25,Brazil,2554,2,59
12006,2020-03-25,Sweden,2526,16,62
12017,2020-03-25,Turkey,2433,26,59
11928,2020-03-25,Israel,2369,58,5
11852,2020-03-25,Australia,2364,119,8
11891,2020-03-25,Denmark,1862,41,34
11951,2020-03-25,Malaysia,1796,199,20
11890,2020-03-25,Czechia,1654,10,6
11927,2020-03-25,Ireland,1564,5,9
11947,2020-03-25,Luxembourg,1333,6,8
11931,2020-03-25,Japan,1307,310,45
11896,2020-03-25,Ecuador,1173,3,28
11879,2020-03-25,Chile,1142,22,3
11974,2020-03-25,Pakistan,1063,21,8
11980,2020-03-25,Poland,1051,7,14
12012,2020-03-25,Thailand,934,70,4
11983,2020-03-25,Romania,906,86,17
11991,2020-03-25,Saudi Arabia,900,29,2
11905,2020-03-25,Finland,880,10,3
11912,2020-03-25,Greece,821,36,22
11924,2020-03-25,Indonesia,790,31,58
11922,2020-03-25,Iceland,737,56,2
11892,2020-03-25,Diamond Princess,712,587,10
12000,2020-03-25,South Africa,709,12,0
11984,2020-03-25,Russia,658,29,3
11923,2020-03-25,India,657,43,12
11979,2020-03-25,Philippines,636,26,38
11996,2020-03-25,Singapore,631,160,2
11982,2020-03-25,Qatar,537,41,0
11998,2020-03-25,Slovenia,528,10,5
11978,2020-03-25,Peru,480,1,9
11957,2020-03-25,Mexico,475,4,6
11881,2020-03-25,Colombia,470,8,4
11897,2020-03-25,Egypt,456,95,21
11975,2020-03-25,Panama,443,1,8
11887,2020-03-25,Croatia,442,22,1
11856,2020-03-25,Bahrain,419,177,4
11901,2020-03-25,Estonia,404,8,1
11895,2020-03-25,Dominican Republic,392,3,10
11850,2020-03-25,Argentina,387,52,8
11993,2020-03-25,Serbia,384,15,4
11926,2020-03-25,Iraq,346,103,29
12021,2020-03-25,United Arab Emirates,333,52,2
11941,2020-03-25,Lebanon,333,20,6
11846,2020-03-25,Algeria,302,65,21
11946,2020-03-25,Lithuania,274,1,4
11851,2020-03-25,Armenia,265,16,0
11869,2020-03-25,Bulgaria,242,4,3
12009,2020-03-25,Taiwan*,235,29,2
11921,2020-03-25,Hungary,226,21,10
11962,2020-03-25,Morocco,225,7,6
11940,2020-03-25,Latvia,221,1,0
12023,2020-03-25,Uruguay,217,0,0
11997,2020-03-25,Slovakia,216,7,0
11989,2020-03-25,San Marino,208,4,21
11967,2020-03-25,New Zealand,205,22,0
11885,2020-03-25,Costa Rica,201,2,2
11937,2020-03-25,Kuwait,195,43,0
11847,2020-03-25,Andorra,188,1,1
11971,2020-03-25,North Macedonia,177,1,3
11865,2020-03-25,Bosnia and Herzegovina,176,2,3
12016,2020-03-25,Tunisia,173,2,5
11932,2020-03-25,Jordan,172,1,0
11958,2020-03-25,Moldova,149,2,1
11845,2020-03-25,Albania,146,17,5
11870,2020-03-25,Burkina Faso,146,10,4
12020,2020-03-25,Ukraine,145,1,5
12026,2020-03-25,Vietnam,141,17,0
11889,2020-03-25,Cyprus,132,3,3
11954,2020-03-25,Malta,129,2,0
11868,2020-03-25,Brunei,109,2,0
12003,2020-03-25,Sri Lanka,102,3,0
11973,2020-03-25,Oman,99,17,0
11992,2020-03-25,Senegal,99,9,0
11874,2020-03-25,Cambodia,96,10,0
11854,2020-03-25,Azerbaijan,93,10,2
11911,2020-03-25,Ghana,93,0,4
12025,2020-03-25,Venezuela,91,15,0
11859,2020-03-25,Belarus,86,29,0
11844,2020-03-25,Afghanistan,84,2,2
11933,2020-03-25,Kazakhstan,81,0,0
11886,2020-03-25,Cote d'Ivoire,80,3,0
11909,2020-03-25,Georgia,75,10,0
11875,2020-03-25,Cameroon,75,2,1
12015,2020-03-25,Trinidad and Tobago,60,0,1
12024,2020-03-25,Uzbekistan,60,0,0
12027,2020-03-25,West Bank and Gaza,59,17,0
11888,2020-03-25,Cuba,57,1,1
11961,2020-03-25,Montenegro,52,0,1
11970,2020-03-25,Nigeria,51,2,1
11945,2020-03-25,Liechtenstein,51,0,0
11884,2020-03-25,Congo (Kinshasa),48,0,2
11956,2020-03-25,Mauritius,48,0,2
11938,2020-03-25,Kyrgyzstan,44,0,0
11985,2020-03-25,Rwanda,41,0,0
11857,2020-03-25,Bangladesh,39,7,5
11977,2020-03-25,Paraguay,37,0,3
11920,2020-03-25,Honduras,36,0,0
11864,2020-03-25,Bolivia,32,0,0
11959,2020-03-25,Monaco,31,1,0
11934,2020-03-25,Kenya,28,1,0
11930,2020-03-25,Jamaica,26,2,1
11914,2020-03-25,Guatemala,24,4,1
12014,2020-03-25,Togo,23,1,0
11949,2020-03-25,Madagascar,19,0,0
11858,2020-03-25,Barbados,18,0,0
12019,2020-03-25,Uganda,14,0,0
11952,2020-03-25,Maldives,13,8,0
11903,2020-03-25,Ethiopia,12,0,0
12011,2020-03-25,Tanzania,12,0,0
12030,2020-03-25,Zambia,12,0,0
11893,2020-03-25,Djibouti,11,0,0
11960,2020-03-25,Mongolia,10,0,0
11898,2020-03-25,El Salvador,9,0,0
11899,2020-03-25,Equatorial Guinea,9,0,0
11918,2020-03-25,Haiti,8,0,0
12005,2020-03-25,Suriname,8,0,0
11964,2020-03-25,Namibia,7,2,0
11969,2020-03-25,Niger,7,0,1
11894,2020-03-25,Dominica,7,0,0
11994,2020-03-25,Seychelles,7,0,0
11907,2020-03-25,Gabon,6,0,1
11862,2020-03-25,Benin,6,0,0
11855,2020-03-25,Bahamas,5,1,0
11917,2020-03-25,Guyana,5,0,1
11904,2020-03-25,Fiji,5,0,0
11963,2020-03-25,Mozambique,5,0,0
12008,2020-03-25,Syria,5,0,0
11873,2020-03-25,Cabo Verde,4,0,1
11883,2020-03-25,Congo (Brazzaville),4,0,0
11900,2020-03-25,Eritrea,4,0,0
11902,2020-03-25,Eswatini,4,0,0
11915,2020-03-25,Guinea,4,0,0
11919,2020-03-25,Holy See,4,0,0
11965,2020-03-25,Nepal,3,1,0
11908,2020-03-25,Gambia,3,0,1
12004,2020-03-25,Sudan,3,0,1
12031,2020-03-25,Zimbabwe,3,0,1
11848,2020-03-25,Angola,3,0,0
11849,2020-03-25,Antigua and Barbuda,3,0,0
11877,2020-03-25,Central African Republic,3,0,0
11878,2020-03-25,Chad,3,0,0
11939,2020-03-25,Laos,3,0,0
11943,2020-03-25,Liberia,3,0,0
11987,2020-03-25,Saint Lucia,3,0,0
11861,2020-03-25,Belize,2,0,0
11863,2020-03-25,Bhutan,2,0,0
11916,2020-03-25,Guinea-Bissau,2,0,0
11953,2020-03-25,Mali,2,0,0
11955,2020-03-25,Mauritania,2,0,0
11968,2020-03-25,Nicaragua,2,0,0
11986,2020-03-25,Saint Kitts and Nevis,2,0,0
11913,2020-03-25,Grenada,1,0,0
11944,2020-03-25,Libya,1,0,0
11976,2020-03-25,Papua New Guinea,1,0,0
11988,2020-03-25,Saint Vincent and the Grenadines,1,0,0
11999,2020-03-25,Somalia,1,0,0
12013,2020-03-25,Timor-Leste,1,0,0
12206,2020-03-26,US,83836,681,1726
12068,2020-03-26,China,81782,74181,3291
12117,2020-03-26,Italy,80589,10361,8215
12190,2020-03-26,Spain,57786,7015,4365
12098,2020-03-26,Germany,43938,5673,267
12094,2020-03-26,France,29551,4955,1698
12113,2020-03-26,Iran,29406,10457,2234
12210,2020-03-26,United Kingdom,11812,150,879
12195,2020-03-26,Switzerland,11811,131,191
12123,2020-03-26,"Korea, South",9241,4144,131
12154,2020-03-26,Netherlands,7468,6,435
12041,2020-03-26,Austria,6909,112,49
12048,2020-03-26,Belgium,6235,675,220
12064,2020-03-26,Canada,4042,184,38
12205,2020-03-26,Turkey,3629,26,75
12169,2020-03-26,Portugal,3544,43,60
12160,2020-03-26,Norway,3369,6,14
12055,2020-03-26,Brazil,2985,6,77
12194,2020-03-26,Sweden,2840,16,77
12040,2020-03-26,Australia,2810,172,13
12116,2020-03-26,Israel,2693,68,8
12139,2020-03-26,Malaysia,2031,215,23
12079,2020-03-26,Denmark,2023,50,41
12078,2020-03-26,Czechia,1925,10,9
12115,2020-03-26,Ireland,1819,5,19
12135,2020-03-26,Luxembourg,1453,6,9
12084,2020-03-26,Ecuador,1403,3,34
12119,2020-03-26,Japan,1387,359,47
12067,2020-03-26,Chile,1306,22,4
12168,2020-03-26,Poland,1221,7,16
12162,2020-03-26,Pakistan,1201,21,9
12200,2020-03-26,Thailand,1045,88,4
12171,2020-03-26,Romania,1029,94,23
12179,2020-03-26,Saudi Arabia,1012,33,3
12093,2020-03-26,Finland,958,10,5
12188,2020-03-26,South Africa,927,12,0
12112,2020-03-26,Indonesia,893,35,78
12100,2020-03-26,Greece,892,36,26
12172,2020-03-26,Russia,840,38,3
12110,2020-03-26,Iceland,802,82,2
12111,2020-03-26,India,727,45,20
12080,2020-03-26,Diamond Princess,712,597,10
12167,2020-03-26,Philippines,707,28,45
12184,2020-03-26,Singapore,683,172,2
12145,2020-03-26,Mexico,585,4,8
12166,2020-03-26,Peru,580,14,9
12186,2020-03-26,Slovenia,562,10,6
12163,2020-03-26,Panama,558,2,8
12170,2020-03-26,Qatar,549,43,0
12089,2020-03-26,Estonia,538,8,1
12038,2020-03-26,Argentina,502,63,9
12085,2020-03-26,Egypt,495,102,24
12075,2020-03-26,Croatia,495,22,3
12069,2020-03-26,Colombia,491,8,6
12083,2020-03-26,Dominican Republic,488,3,10
12044,2020-03-26,Bahrain,458,204,4
12181,2020-03-26,Serbia,384,0,1
12114,2020-03-26,Iraq,382,105,36
12129,2020-03-26,Lebanon,368,23,6
12034,2020-03-26,Algeria,367,29,25
12209,2020-03-26,United Arab Emirates,333,52,2
12134,2020-03-26,Lithuania,299,1,4
12039,2020-03-26,Armenia,290,18,1
12155,2020-03-26,New Zealand,283,27,0
12150,2020-03-26,Morocco,275,8,11
12057,2020-03-26,Bulgaria,264,8,3
12109,2020-03-26,Hungary,261,28,10
12197,2020-03-26,Taiwan*,252,29,2
12128,2020-03-26,Latvia,244,1,0
12211,2020-03-26,Uruguay,238,0,0
12073,2020-03-26,Costa Rica,231,2,2
12185,2020-03-26,Slovakia,226,2,0
12035,2020-03-26,Andorra,224,1,3
12120,2020-03-26,Jordan,212,1,0
12125,2020-03-26,Kuwait,208,49,0
12177,2020-03-26,San Marino,208,4,21
12159,2020-03-26,North Macedonia,201,3,3
12204,2020-03-26,Tunisia,197,2,6
12208,2020-03-26,Ukraine,196,1,5
12053,2020-03-26,Bosnia and Herzegovina,191,2,3
12146,2020-03-26,Moldova,177,2,1
12033,2020-03-26,Albania,174,17,6
12214,2020-03-26,Vietnam,153,20,0
12058,2020-03-26,Burkina Faso,152,10,7
12077,2020-03-26,Cyprus,146,4,3
12142,2020-03-26,Malta,134,2,0
12099,2020-03-26,Ghana,132,1,4
12042,2020-03-26,Azerbaijan,122,15,3
12056,2020-03-26,Brunei,114,5,0
12121,2020-03-26,Kazakhstan,111,2,1
12161,2020-03-26,Oman,109,23,0
12213,2020-03-26,Venezuela,107,15,0
12191,2020-03-26,Sri Lanka,106,7,0
12180,2020-03-26,Senegal,105,9,0
12062,2020-03-26,Cambodia,96,10,0
12074,2020-03-26,Cote d'Ivoire,96,3,0
12032,2020-03-26,Afghanistan,94,2,4
12047,2020-03-26,Belarus,86,29,0
12215,2020-03-26,West Bank and Gaza,84,17,1
12144,2020-03-26,Mauritius,81,0,2
12097,2020-03-26,Georgia,79,11,0
12063,2020-03-26,Cameroon,75,2,1
12212,2020-03-26,Uzbekistan,75,0,0
12124,2020-03-26,Kosovo,71,0,1
12149,2020-03-26,Montenegro,69,0,1
12076,2020-03-26,Cuba,67,1,2
12158,2020-03-26,Nigeria,65,2,1
12203,2020-03-26,Trinidad and Tobago,65,0,1
12133,2020-03-26,Liechtenstein,56,0,0
12108,2020-03-26,Honduras,52,0,1
12072,2020-03-26,Congo (Kinshasa),51,0,3
12173,2020-03-26,Rwanda,50,0,0
12045,2020-03-26,Bangladesh,44,11,5
12126,2020-03-26,Kyrgyzstan,44,0,0
12052,2020-03-26,Bolivia,43,0,0
12165,2020-03-26,Paraguay,41,0,3
12147,2020-03-26,Monaco,33,1,0
12122,2020-03-26,Kenya,31,1,1
12118,2020-03-26,Jamaica,26,2,1
12102,2020-03-26,Guatemala,25,4,1
12202,2020-03-26,Togo,23,1,0
12137,2020-03-26,Madagascar,23,0,0
12046,2020-03-26,Barbados,18,0,0
12218,2020-03-26,Zambia,16,0,0
12207,2020-03-26,Uganda,14,0,0
12140,2020-03-26,Maldives,13,8,0
12086,2020-03-26,El Salvador,13,0,0
12199,2020-03-26,Tanzania,13,0,0
12087,2020-03-26,Equatorial Guinea,12,0,0
12091,2020-03-26,Ethiopia,12,0,0
12081,2020-03-26,Djibouti,11,0,0
12082,2020-03-26,Dominica,11,0,0
12148,2020-03-26,Mongolia,11,0,0
12157,2020-03-26,Niger,10,0,1
12043,2020-03-26,Bahamas,9,1,0
12152,2020-03-26,Namibia,8,2,0
12106,2020-03-26,Haiti,8,0,0
12193,2020-03-26,Suriname,8,0,0
12095,2020-03-26,Gabon,7,0,1
12037,2020-03-26,Antigua and Barbuda,7,0,0
12101,2020-03-26,Grenada,7,0,0
12151,2020-03-26,Mozambique,7,0,0
12182,2020-03-26,Seychelles,7,0,0
12050,2020-03-26,Benin,6,0,0
12088,2020-03-26,Eritrea,6,0,0
12090,2020-03-26,Eswatini,6,0,0
12127,2020-03-26,Laos,6,0,0
12105,2020-03-26,Guyana,5,0,1
12092,2020-03-26,Fiji,5,0,0
12196,2020-03-26,Syria,5,0,0
12061,2020-03-26,Cabo Verde,4,0,1
12036,2020-03-26,Angola,4,0,0
12071,2020-03-26,Congo (Brazzaville),4,0,0
12103,2020-03-26,Guinea,4,0,0
12107,2020-03-26,Holy See,4,0,0
12141,2020-03-26,Mali,4,0,0
12153,2020-03-26,Nepal,3,1,0
12096,2020-03-26,Gambia,3,0,1
12192,2020-03-26,Sudan,3,0,1
12219,2020-03-26,Zimbabwe,3,0,1
12065,2020-03-26,Central African Republic,3,0,0
12066,2020-03-26,Chad,3,0,0
12131,2020-03-26,Liberia,3,0,0
12143,2020-03-26,Mauritania,3,0,0
12175,2020-03-26,Saint Lucia,3,0,0
12049,2020-03-26,Belize,2,0,0
12051,2020-03-26,Bhutan,2,0,0
12104,2020-03-26,Guinea-Bissau,2,0,0
12156,2020-03-26,Nicaragua,2,0,0
12174,2020-03-26,Saint Kitts and Nevis,2,0,0
12187,2020-03-26,Somalia,2,0,0
12132,2020-03-26,Libya,1,0,0
12164,2020-03-26,Papua New Guinea,1,0,0
12176,2020-03-26,Saint Vincent and the Grenadines,1,0,0
12201,2020-03-26,Timor-Leste,1,0,0
12394,2020-03-27,US,101657,869,2265
12305,2020-03-27,Italy,86498,10950,9134
12256,2020-03-27,China,81897,74720,3296
12378,2020-03-27,Spain,65719,9357,5138
12286,2020-03-27,Germany,50871,6658,342
12282,2020-03-27,France,33402,5707,1997
12301,2020-03-27,Iran,32332,11133,2378
12398,2020-03-27,United Kingdom,14745,151,1163
12383,2020-03-27,Switzerland,12928,1530,231
12311,2020-03-27,"Korea, South",9332,4528,139
12342,2020-03-27,Netherlands,8647,6,547
12229,2020-03-27,Austria,7657,225,58
12236,2020-03-27,Belgium,7284,858,289
12393,2020-03-27,Turkey,5698,42,92
12252,2020-03-27,Canada,4682,256,54
12357,2020-03-27,Portugal,4268,43,76
12348,2020-03-27,Norway,3755,6,19
12243,2020-03-27,Brazil,3417,6,92
12228,2020-03-27,Australia,3143,194,13
12382,2020-03-27,Sweden,3069,16,105
12304,2020-03-27,Israel,3035,79,12
12266,2020-03-27,Czechia,2279,11,9
12267,2020-03-27,Denmark,2200,57,52
12327,2020-03-27,Malaysia,2161,259,26
12303,2020-03-27,Ireland,2121,5,22
12255,2020-03-27,Chile,1610,43,5
12323,2020-03-27,Luxembourg,1605,40,15
12272,2020-03-27,Ecuador,1595,3,36
12307,2020-03-27,Japan,1468,372,49
12356,2020-03-27,Poland,1389,7,16
12350,2020-03-27,Pakistan,1373,23,11
12359,2020-03-27,Romania,1292,115,26
12376,2020-03-27,South Africa,1170,31,1
12388,2020-03-27,Thailand,1136,97,5
12367,2020-03-27,Saudi Arabia,1104,35,3
12300,2020-03-27,Indonesia,1046,46,87
12281,2020-03-27,Finland,1041,10,7
12360,2020-03-27,Russia,1036,45,4
12288,2020-03-27,Greece,966,52,28
12298,2020-03-27,Iceland,890,97,2
12299,2020-03-27,India,887,73,20
12355,2020-03-27,Philippines,803,31,54
12372,2020-03-27,Singapore,732,183,2
12333,2020-03-27,Mexico,717,4,12
12268,2020-03-27,Diamond Princess,712,597,10
12351,2020-03-27,Panama,674,2,9
12354,2020-03-27,Peru,635,16,11
12374,2020-03-27,Slovenia,632,10,9
12226,2020-03-27,Argentina,589,72,13
12263,2020-03-27,Croatia,586,37,3
12271,2020-03-27,Dominican Republic,581,3,20
12277,2020-03-27,Estonia,575,11,1
12358,2020-03-27,Qatar,562,43,0
12257,2020-03-27,Colombia,539,10,6
12273,2020-03-27,Egypt,536,116,30
12232,2020-03-27,Bahrain,466,227,4
12302,2020-03-27,Iraq,458,122,40
12369,2020-03-27,Serbia,457,0,1
12222,2020-03-27,Algeria,409,29,26
12397,2020-03-27,United Arab Emirates,405,52,2
12317,2020-03-27,Lebanon,391,27,8
12343,2020-03-27,New Zealand,368,37,0
12322,2020-03-27,Lithuania,358,1,5
12338,2020-03-27,Morocco,345,11,23
12227,2020-03-27,Armenia,329,28,1
12396,2020-03-27,Ukraine,310,5,5
12297,2020-03-27,Hungary,300,34,10
12245,2020-03-27,Bulgaria,293,9,3
12316,2020-03-27,Latvia,280,1,0
12399,2020-03-27,Uruguay,274,0,0
12373,2020-03-27,Slovakia,269,2,0
12385,2020-03-27,Taiwan*,267,29,2
12223,2020-03-27,Andorra,267,1,3
12261,2020-03-27,Costa Rica,263,3,2
12241,2020-03-27,Bosnia and Herzegovina,237,5,4
12308,2020-03-27,Jordan,235,18,1
12392,2020-03-27,Tunisia,227,2,6
12313,2020-03-27,Kuwait,225,57,0
12365,2020-03-27,San Marino,223,4,21
12347,2020-03-27,North Macedonia,219,3,3
12334,2020-03-27,Moldova,199,2,2
12221,2020-03-27,Albania,186,31,8
12246,2020-03-27,Burkina Faso,180,12,9
12230,2020-03-27,Azerbaijan,165,15,3
12402,2020-03-27,Vietnam,163,20,0
12265,2020-03-27,Cyprus,162,15,5
12309,2020-03-27,Kazakhstan,150,3,1
12330,2020-03-27,Malta,139,2,0
12287,2020-03-27,Ghana,137,2,4
12349,2020-03-27,Oman,131,23,0
12368,2020-03-27,Senegal,119,11,0
12244,2020-03-27,Brunei,115,11,0
12220,2020-03-27,Afghanistan,110,2,4
12401,2020-03-27,Venezuela,107,31,1
12379,2020-03-27,Sri Lanka,106,7,0
12262,2020-03-27,Cote d'Ivoire,101,3,0
12250,2020-03-27,Cambodia,99,11,0
12235,2020-03-27,Belarus,94,32,0
12332,2020-03-27,Mauritius,94,0,2
12403,2020-03-27,West Bank and Gaza,91,17,1
12251,2020-03-27,Cameroon,91,2,2
12400,2020-03-27,Uzbekistan,88,5,1
12312,2020-03-27,Kosovo,86,1,1
12285,2020-03-27,Georgia,83,14,0
12337,2020-03-27,Montenegro,82,0,1
12264,2020-03-27,Cuba,80,4,2
